#{"t_start": 1544913564.4605901, "env_id": "FrozenLake8x8-v0"}
r,l,t
0.0,31,12.629936
0.0,66,12.666782
0.0,31,12.684732
0.0,22,12.701021
0.0,16,12.709653
0.0,16,12.718259
0.0,31,12.733886
0.0,31,12.751261
0.0,15,12.75888
0.0,13,12.766708
0.0,75,12.807683
0.0,46,12.835044
0.0,15,12.847141
0.0,24,12.861159
0.0,51,12.890824
0.0,51,13.047093
0.0,33,13.076589
0.0,14,13.086452
0.0,22,13.099488
0.0,54,13.143131
0.0,38,13.182212
0.0,23,13.207088
0.0,5,13.211028
0.0,8,13.216504
0.0,20,13.232207
0.0,32,13.25748
0.0,43,13.29147
0.0,32,13.31676
0.0,35,13.337718
0.0,80,13.381362
0.0,14,13.391166
0.0,11,13.398163
0.0,35,13.418
0.0,15,13.42567
0.0,24,13.439835
0.0,16,13.450594
0.0,26,13.464948
0.0,60,13.502659
0.0,50,13.535217
0.0,19,13.546514
0.0,49,13.579186
0.0,8,13.584262
0.0,76,13.639074
0.0,35,13.687789
0.0,32,13.722136
0.0,48,13.767139
0.0,15,13.78275
0.0,28,13.957559
0.0,31,13.97575
0.0,21,13.987364
0.0,61,14.034859
0.0,17,14.047484
0.0,16,14.060783
0.0,17,14.075935
0.0,18,14.08933
0.0,27,14.10493
0.0,102,14.171793
0.0,22,14.183867
0.0,17,14.194178
0.0,29,14.21112
0.0,20,14.222123
0.0,11,14.228606
0.0,21,14.238537
0.0,34,14.264892
0.0,49,14.296666
0.0,32,14.31601
0.0,27,14.333512
0.0,8,14.338556
0.0,29,14.355681
0.0,34,14.373725
0.0,19,14.384059
0.0,14,14.391607
0.0,10,14.396978
0.0,36,14.422967
0.0,27,14.439664
0.0,38,14.462809
0.0,60,14.500143
0.0,24,14.516016
0.0,27,14.532832
0.0,7,14.539664
0.0,18,14.549505
0.0,19,14.562669
0.0,8,14.566918
0.0,8,14.570891
0.0,24,14.588051
0.0,40,14.75014
0.0,26,14.765675
0.0,15,14.773644
0.0,20,14.786773
0.0,13,14.794158
0.0,118,14.869424
0.0,15,14.878716
0.0,38,14.90522
0.0,17,14.913397
0.0,27,14.933703
0.0,11,14.94205
0.0,19,14.957129
0.0,54,14.990247
0.0,34,15.010979
0.0,9,15.015502
0.0,44,15.048686
0.0,31,15.068938
0.0,50,15.106241
0.0,62,15.147653
0.0,43,15.172482
0.0,48,15.199537
0.0,26,15.214897
0.0,78,15.262862
0.0,22,15.277188
0.0,14,15.285631
0.0,64,15.324284
0.0,31,15.341944
0.0,37,15.369207
0.0,35,15.389794
0.0,65,15.566162
0.0,14,15.574348
0.0,16,15.586457
0.0,13,15.593053
0.0,17,15.60362
0.0,38,15.630226
0.0,28,15.647441
0.0,37,15.669646
0.0,52,15.705544
0.0,31,15.722778
0.0,29,15.739804
0.0,78,15.782367
0.0,31,15.801262
0.0,66,15.842051
0.0,13,15.850243
0.0,63,15.891896
0.0,28,15.905759
0.0,28,15.920815
0.0,15,15.928804
0.0,20,15.93861
0.0,5,15.941172
0.0,46,15.970856
0.0,37,15.99371
0.0,24,16.009852
0.0,18,16.020298
0.0,37,16.042354
0.0,31,16.063198
0.0,7,16.067287
0.0,15,16.076291
0.0,52,16.114005
0.0,23,16.127729
0.0,22,16.141197
0.0,33,16.163533
0.0,10,16.169677
0.0,29,16.320933
0.0,32,16.340285
0.0,32,16.360857
0.0,59,16.399832
0.0,34,16.423866
0.0,17,16.433362
0.0,27,16.44853
0.0,5,16.451255
0.0,46,16.476033
0.0,26,16.488981
0.0,46,16.51197
0.0,83,16.555535
0.0,40,16.574334
0.0,12,16.58041
0.0,83,16.633683
0.0,24,16.64638
0.0,17,16.655209
0.0,15,16.664601
0.0,20,16.676132
0.0,23,16.689015
0.0,40,16.716863
0.0,49,16.745309
0.0,13,16.751495
0.0,35,16.774802
0.0,39,16.797779
0.0,25,16.811794
0.0,23,16.824878
0.0,24,16.841569
0.0,10,16.846796
0.0,13,16.853892
0.0,30,16.87352
0.0,37,16.89623
0.0,33,17.046681
0.0,13,17.053742
0.0,18,17.064355
0.0,25,17.078531
0.0,6,17.082197
0.0,62,17.120688
0.0,17,17.129951
0.0,77,17.173094
0.0,22,17.185877
0.0,55,17.215178
0.0,59,17.255425
0.0,40,17.276414
0.0,28,17.294784
0.0,17,17.305524
0.0,22,17.318402
0.0,22,17.329587
0.0,7,17.335985
0.0,23,17.349442
0.0,32,17.368807
0.0,17,17.376953
0.0,24,17.389932
0.0,39,17.412203
0.0,18,17.422876
0.0,23,17.436731
0.0,28,17.455523
0.0,19,17.466224
0.0,8,17.472608
0.0,38,17.495456
0.0,13,17.502125
0.0,25,17.516759
0.0,40,17.542456
0.0,9,17.546449
0.0,19,17.558825
0.0,23,17.572191
0.0,36,17.597038
0.0,29,17.614789
0.0,15,17.622882
0.0,28,17.640744
0.0,28,17.78535
0.0,34,17.803735
0.0,14,17.810842
0.0,42,17.835
0.0,90,17.88552
0.0,55,17.917508
0.0,24,17.933035
0.0,33,17.950475
0.0,55,17.980192
0.0,28,17.996625
0.0,24,18.011916
0.0,56,18.051343
0.0,29,18.074193
0.0,37,18.096054
0.0,101,18.159057
0.0,27,18.175556
0.0,23,18.188243
0.0,48,18.213592
0.0,78,18.260029
0.0,85,18.312231
0.0,72,18.355217
0.0,20,18.367954
0.0,36,18.519008
0.0,12,18.526506
0.0,54,18.561916
0.0,26,18.576401
0.0,15,18.590272
0.0,43,18.618595
0.0,38,18.642171
0.0,21,18.656149
0.0,24,18.670595
0.0,13,18.682244
0.0,20,18.696323
0.0,15,18.706034
0.0,71,18.740561
0.0,21,18.752023
0.0,13,18.758697
0.0,15,18.768698
0.0,57,18.795595
0.0,115,18.861793
0.0,9,18.867205
0.0,14,18.876204
0.0,12,18.883121
0.0,68,18.923324
0.0,56,18.954948
0.0,45,18.984125
0.0,37,19.008048
0.0,32,19.030369
0.0,15,19.040438
0.0,30,19.058483
0.0,42,19.087829
0.0,18,19.100492
0.0,29,19.122309
0.0,31,19.142243
0.0,17,19.28448
0.0,100,19.368132
0.0,25,19.395227
0.0,23,19.413534
0.0,7,19.420306
0.0,31,19.443257
0.0,16,19.45596
0.0,21,19.471176
0.0,13,19.478791
0.0,55,19.516779
0.0,25,19.534414
0.0,30,19.554336
0.0,33,19.575845
0.0,44,19.603788
0.0,21,19.615952
0.0,33,19.636302
0.0,64,19.671623
0.0,40,19.696702
0.0,16,19.707403
0.0,9,19.71207
0.0,36,19.7348
0.0,50,19.767573
0.0,16,19.776241
0.0,32,19.796918
0.0,49,19.824253
0.0,16,19.835774
0.0,41,19.862062
0.0,21,19.872237
0.0,16,19.880679
0.0,6,19.884178
0.0,39,19.903228
0.0,38,19.928087
0.0,13,19.937521
0.0,14,19.949686
0.0,17,19.95924
0.0,30,20.104467
0.0,70,20.162072
0.0,68,20.200625
0.0,32,20.222122
0.0,22,20.235451
0.0,31,20.258335
0.0,9,20.26351
0.0,10,20.268229
0.0,16,20.277988
0.0,29,20.292085
0.0,20,20.302449
0.0,28,20.314987
0.0,75,20.359902
0.0,36,20.382479
0.0,8,20.38654
0.0,72,20.431334
0.0,54,20.468889
0.0,10,20.476158
0.0,15,20.486089
0.0,36,20.512204
0.0,34,20.535261
0.0,41,20.562192
0.0,40,20.589319
0.0,71,20.631541
0.0,25,20.645726
0.0,38,20.670675
0.0,18,20.683477
0.0,9,20.689642
0.0,40,20.717551
0.0,13,20.725914
0.0,14,20.734556
0.0,118,20.953323
0.0,27,20.971151
0.0,11,20.978165
0.0,14,20.988101
0.0,12,20.995759
0.0,17,21.006285
0.0,8,21.011164
0.0,25,21.026511
0.0,62,21.064826
0.0,11,21.072259
0.0,12,21.080275
0.0,78,21.132505
0.0,5,21.136374
0.0,28,21.151311
0.0,21,21.165121
0.0,60,21.206448
0.0,22,21.220579
0.0,40,21.245332
0.0,14,21.254893
0.0,27,21.271838
0.0,6,21.277396
0.0,18,21.290734
0.0,28,21.308669
0.0,32,21.330997
0.0,12,21.337698
0.0,49,21.372187
0.0,63,21.415754
0.0,36,21.436271
0.0,39,21.4592
0.0,10,21.466101
0.0,48,21.492525
0.0,15,21.504107
0.0,14,21.518373
0.0,24,21.535573
0.0,50,21.697427
0.0,119,21.77904
0.0,28,21.798327
0.0,13,21.807877
0.0,59,21.850608
0.0,15,21.861486
0.0,29,21.880391
0.0,16,21.890533
0.0,98,21.967472
0.0,80,22.015568
0.0,35,22.035408
0.0,69,22.075513
0.0,72,22.121964
0.0,26,22.138188
0.0,105,22.212499
0.0,11,22.221045
0.0,17,22.23214
0.0,75,22.282073
0.0,15,22.292519
0.0,22,22.309693
0.0,19,22.322126
0.0,7,22.329715
0.0,53,22.369184
0.0,34,22.532787
0.0,15,22.54142
0.0,25,22.555768
0.0,50,22.587362
0.0,13,22.595256
0.0,27,22.610625
0.0,7,22.614758
0.0,17,22.62482
0.0,9,22.631872
0.0,33,22.650353
0.0,37,22.668595
0.0,10,22.674808
0.0,8,22.679037
0.0,30,22.709944
0.0,22,22.725132
0.0,8,22.731191
0.0,12,22.742268
0.0,26,22.760421
0.0,18,22.776735
0.0,14,22.789123
0.0,53,22.824851
0.0,14,22.83589
0.0,12,22.843217
0.0,58,22.888289
0.0,69,22.926193
0.0,53,22.959715
0.0,29,22.981566
0.0,27,22.999655
0.0,31,23.023154
0.0,33,23.050129
0.0,57,23.094791
0.0,45,23.139978
0.0,12,23.15147
0.0,39,23.19296
0.0,37,23.222828
0.0,16,23.235284
0.0,26,23.255489
0.0,11,23.265038
0.0,61,23.474674
0.0,18,23.487914
0.0,26,23.507425
0.0,19,23.521263
0.0,36,23.544958
0.0,29,23.567412
0.0,38,23.590908
0.0,5,23.593296
0.0,24,23.609179
0.0,48,23.639873
0.0,29,23.656635
0.0,6,23.660384
0.0,31,23.678853
0.0,27,23.694755
0.0,22,23.70854
0.0,31,23.728068
0.0,9,23.733571
0.0,7,23.741439
0.0,54,23.774973
0.0,6,23.778699
0.0,9,23.783854
0.0,63,23.825628
0.0,64,23.870739
0.0,24,23.88448
0.0,12,23.890194
0.0,12,23.899431
0.0,74,23.947107
0.0,23,23.966086
0.0,26,23.985559
0.0,22,24.002811
0.0,34,24.024849
0.0,35,24.044806
0.0,27,24.059925
0.0,50,24.093523
0.0,29,24.110242
0.0,46,24.28912
0.0,49,24.316993
0.0,14,24.326985
0.0,38,24.35867
0.0,13,24.366975
0.0,53,24.404554
0.0,18,24.414664
0.0,14,24.424974
0.0,77,24.481068
0.0,17,24.493031
0.0,11,24.500911
0.0,19,24.51266
0.0,50,24.549702
0.0,24,24.569567
0.0,97,24.629973
0.0,43,24.659116
0.0,39,24.693484
0.0,196,24.829674
0.0,27,24.855848
0.0,14,24.865049
0.0,20,24.877222
0.0,10,24.884782
0.0,19,24.896212
0.0,8,24.902561
0.0,29,24.924551
0.0,11,24.935513
0.0,26,24.953214
0.0,12,24.960376
0.0,41,25.151826
0.0,50,25.200571
0.0,16,25.209233
0.0,43,25.251938
0.0,42,25.279101
0.0,14,25.290943
0.0,75,25.340701
0.0,33,25.360251
0.0,27,25.387323
0.0,12,25.392684
0.0,16,25.406163
0.0,74,25.463838
0.0,16,25.476733
0.0,23,25.510029
0.0,45,25.541239
0.0,11,25.552474
0.0,49,25.591455
0.0,7,25.596174
0.0,15,25.606778
0.0,19,25.62012
0.0,10,25.626044
0.0,38,25.65355
0.0,19,25.669054
0.0,32,25.690703
0.0,26,25.707638
0.0,178,25.846363
0.0,21,25.861089
0.0,95,25.93347
0.0,27,26.096794
0.0,43,26.127903
0.0,11,26.136732
0.0,47,26.172836
0.0,27,26.199784
0.0,43,26.223792
0.0,85,26.281395
0.0,29,26.299489
0.0,78,26.359075
0.0,82,26.407683
0.0,23,26.420104
0.0,199,26.52912
0.0,101,26.594424
0.0,26,26.606821
0.0,24,26.62164
0.0,32,26.640092
0.0,20,26.651187
0.0,60,26.688462
0.0,10,26.694492
0.0,11,26.701088
0.0,20,26.71129
0.0,54,26.884589
0.0,38,26.907435
0.0,13,26.91572
0.0,60,26.971709
0.0,32,26.993184
0.0,105,27.08603
0.0,19,27.097882
0.0,33,27.117244
0.0,51,27.14695
0.0,82,27.202009
0.0,33,27.225388
0.0,14,27.234947
0.0,17,27.24856
0.0,38,27.277755
0.0,18,27.2895
0.0,9,27.294908
0.0,33,27.312885
0.0,36,27.333982
0.0,18,27.345596
0.0,49,27.376394
0.0,63,27.420702
0.0,25,27.434702
0.0,58,27.46803
0.0,5,27.470809
0.0,33,27.490109
0.0,36,27.509673
0.0,11,27.517245
0.0,14,27.525702
0.0,15,27.536066
0.0,79,27.723
0.0,48,27.752048
0.0,12,27.758998
0.0,29,27.775106
0.0,18,27.790154
0.0,18,27.800619
0.0,37,27.82
0.0,29,27.83908
0.0,28,27.857222
0.0,12,27.864804
0.0,17,27.874311
0.0,13,27.882196
0.0,19,27.892348
0.0,43,27.914808
0.0,11,27.92101
0.0,59,27.948569
0.0,12,27.953543
0.0,38,27.972586
0.0,41,28.000712
0.0,24,28.013288
0.0,41,28.038026
0.0,66,28.078472
0.0,27,28.0946
0.0,63,28.131513
0.0,24,28.146287
0.0,8,28.152427
0.0,20,28.163633
0.0,32,28.18276
0.0,19,28.196495
0.0,73,28.242386
0.0,41,28.270866
0.0,65,28.309401
0.0,9,28.316633
0.0,9,28.473332
0.0,12,28.481638
0.0,13,28.488719
0.0,18,28.501483
0.0,78,28.552069
0.0,22,28.56513
0.0,52,28.600571
0.0,36,28.623755
0.0,51,28.65554
0.0,29,28.674101
0.0,32,28.691513
0.0,11,28.696891
0.0,28,28.708962
0.0,67,28.75586
0.0,50,28.81005
0.0,45,28.863322
0.0,54,28.934748
0.0,15,28.948724
0.0,23,28.96674
0.0,20,28.979297
0.0,25,28.995057
0.0,46,29.027523
0.0,67,29.09183
0.0,24,29.104921
0.0,16,29.114191
0.0,24,29.127726
0.0,5,29.13074
0.0,37,29.156773
0.0,42,29.179534
0.0,20,29.191913
0.0,54,29.227614
0.0,17,29.395189
0.0,21,29.407987
0.0,67,29.450855
0.0,50,29.500939
0.0,100,29.603324
0.0,16,29.618488
0.0,14,29.628732
0.0,14,29.643088
0.0,28,29.66813
0.0,11,29.678152
0.0,20,29.701253
0.0,35,29.737432
0.0,64,29.801617
0.0,55,29.848332
0.0,6,29.853701
0.0,111,29.95389
0.0,117,30.045279
0.0,36,30.069004
0.0,8,30.075549
0.0,20,30.094811
0.0,51,30.131877
0.0,30,30.150586
0.0,34,30.170699
0.0,17,30.181554
0.0,13,30.191468
0.0,14,30.199654
0.0,26,30.216675
0.0,28,30.234254
0.0,13,30.400629
0.0,11,30.41455
0.0,28,30.433161
0.0,53,30.4737
0.0,9,30.479149
0.0,63,30.518057
