#{"t_start": 1544998356.0760517, "env_id": "FrozenLake8x8-v0"}
r,l,t
0.0,23,0.137833
0.0,13,0.138014
0.0,30,0.138392
0.0,10,0.138537
0.0,18,0.138774
0.0,18,0.139012
0.0,30,0.139388
0.0,39,0.139867
0.0,34,0.140292
0.0,58,0.140993
0.0,21,0.141272
0.0,33,0.141696
0.0,23,0.141994
0.0,106,0.143271
0.0,64,0.144045
0.0,22,0.144328
0.0,25,0.144647
0.0,17,0.144876
0.0,20,0.145136
0.0,7,0.145247
0.0,23,0.145555
0.0,10,0.145704
0.0,78,0.146636
0.0,17,0.146864
0.0,34,0.147286
0.0,24,0.147593
0.0,27,0.147933
0.0,9,0.148067
0.0,23,0.148361
0.0,45,0.148952
0.0,29,0.149322
0.0,24,0.149645
0.0,8,0.149769
0.0,12,0.149937
0.0,19,0.150186
0.0,24,0.150492
0.0,46,0.15105
0.0,17,0.151277
0.0,25,0.151594
0.0,16,0.151807
0.0,56,0.152479
0.0,47,0.15305
0.0,40,0.153551
0.0,64,0.154331
0.0,9,0.154471
0.0,23,0.154767
0.0,8,0.154889
0.0,17,0.155114
0.0,10,0.155259
0.0,12,0.155429
0.0,22,0.155712
0.0,15,0.155916
0.0,40,0.156483
0.0,10,0.156697
0.0,10,0.156904
0.0,37,0.157423
0.0,10,0.157606
0.0,7,0.157717
0.0,10,0.157864
0.0,12,0.158033
0.0,28,0.158385
0.0,83,0.159377
0.0,15,0.15958
0.0,22,0.159863
0.0,45,0.160409
0.0,35,0.160844
0.0,19,0.161176
0.0,25,0.161779
0.0,6,0.161996
0.0,26,0.162577
0.0,20,0.16294
0.0,5,0.163038
0.0,12,0.163213
0.0,10,0.16336
0.0,67,0.164181
0.0,12,0.164355
0.0,32,0.164755
0.0,18,0.164991
0.0,12,0.16516
0.0,8,0.165282
0.0,19,0.165552
0.0,12,0.165725
0.0,19,0.165975
0.0,19,0.166227
0.0,37,0.166684
0.0,8,0.166806
0.0,35,0.16724
0.0,15,0.167445
0.0,15,0.167649
0.0,22,0.167933
0.0,8,0.168056
0.0,105,0.169305
0.0,20,0.169579
0.0,23,0.169879
0.0,30,0.170258
0.0,35,0.170699
0.0,75,0.171597
0.0,22,0.171882
0.0,24,0.172192
0.0,74,0.173078
0.0,30,0.173498
0.0,26,0.173837
0.0,65,0.174767
