#{"t_start": 1544913466.2766917, "env_id": "LunarLander-v2"}
r,l,t
1.574421,85,24.970475
43.607824,123,25.028421
-4.90868,78,25.063836
-54.065463,117,25.117551
-63.811874,88,25.159826
-1.8906,86,25.201709
-25.328788,80,25.239546
-10.091908,77,25.342705
-50.887636,103,25.393858
-84.671892,111,25.444167
24.452192,81,25.481851
-49.098159,102,25.526485
-74.368038,98,25.570154
-39.019626,108,25.623232
31.98762,69,25.655712
-37.098283,99,25.70215
-78.199727,98,25.750044
-40.823031,93,25.793719
-36.869404,91,25.902526
7.259752,92,25.950659
-7.565674,94,25.995435
-82.767447,110,26.046956
30.578823,85,26.085366
-41.268991,101,26.130729
-76.748944,105,26.17772
-25.950637,80,26.216203
-22.190891,88,26.256385
-90.5907,101,26.299749
-42.200859,97,26.344054
-93.579898,112,26.460136
-55.393299,122,26.519982
-89.372837,113,26.574098
-4.985782,82,26.609927
-89.482393,88,26.64826
-51.92662,103,26.688818
1.302723,114,26.739263
-51.332383,79,26.774258
-52.042898,378,27.111955
-32.740321,107,27.164981
18.54854,86,27.206114
-4.112083,67,27.236985
-44.938706,98,27.283218
-76.622717,100,27.326144
36.129413,110,27.379624
-21.481337,83,27.416018
-8.212968,98,27.458734
-68.484144,97,27.503457
-17.300976,102,27.610393
-21.445538,90,27.650467
-69.866343,95,27.690037
4.164839,103,27.739473
-8.732553,103,27.788581
-60.595254,103,27.837995
-12.864139,109,27.887958
-35.321089,130,27.958039
-43.649698,90,27.999233
-36.411683,162,28.141337
-20.161235,76,28.175268
-26.809728,73,28.208899
-72.841644,120,28.259599
14.32866,113,28.31756
-56.130056,92,28.357498
-66.539902,93,28.397512
-58.713928,94,28.43942
-7.635238,141,28.506804
9.465165,101,28.56175
-23.888396,105,28.671488
-43.47882,84,28.711811
-6.285838,99,28.761943
-61.937712,82,28.797395
-52.551886,115,28.849648
-34.631539,69,28.88282
29.560923,88,28.925474
-54.694926,92,28.970878
-66.416905,75,29.004282
-50.625928,120,29.062349
41.18634,125,29.123587
-14.795868,107,29.237024
5.932863,80,29.279387
-31.7287,57,29.304929
